exp_begin,model_id,epoch,train_loss,train_acc,train_time,valid_loss,valid_acc,valid_time,test_loss,test_acc,test_time,exp_name,skip,bn_layer,bn_act,optim,sched,lr,num_epoch,seed,act,stat_file,model_file
04:46:16,3,1,2.0673340641324174,38.762787723785166,44.96617317199707,1.9590003794165933,49.761146496815286,3.541133165359497,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,2,1.9572761203626843,49.96603260869565,45.07851266860962,1.9149430861138994,53.9609872611465,3.4305953979492188,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,3,1.9178702500470155,53.96619245524297,44.893354177474976,1.875894490320971,58.34992038216561,3.442493438720703,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,4,1.8930248325438146,56.365888746803066,44.737558364868164,1.878793257816582,57.98168789808917,3.5600883960723877,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,5,1.8810921614737157,57.64665920716113,45.139593839645386,1.8451874339656464,61.33558917197452,3.5841898918151855,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,6,1.8630849752584686,59.46491368286445,45.24091076850891,1.8650194383730554,59.46457006369427,3.576080322265625,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,7,1.8656883085780132,59.255115089514064,45.42762994766235,1.8437897809751473,61.484872611464965,3.577064037322998,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,8,1.8498999151732305,60.84159207161125,45.237441539764404,1.8265831607162573,63.097133757961785,3.582547426223755,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,9,1.8454488584452577,61.283168158567776,45.13143229484558,1.8307126069524486,62.82842356687898,3.58447527885437,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,10,1.8419424845739398,61.702765345268546,45.21715021133423,1.823979022396598,63.544984076433124,3.556143045425415,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,11,1.8372554852224676,62.21627237851662,45.148486614227295,1.8141582854993783,64.57006369426752,3.5013413429260254,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,12,1.8368644590877816,62.188299232736576,45.108246088027954,1.7993547863261714,65.96337579617834,3.524665355682373,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,13,1.8317939425673326,62.77773337595908,44.725340604782104,1.803182943611388,65.63495222929936,3.5285441875457764,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,14,1.8309143588061223,62.84367007672634,44.671191453933716,1.8197830793963876,63.96297770700637,3.510589838027954,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
04:46:16,3,15,1.8347077423044482,62.48201726342711,45.41932225227356,1.8121155219472898,64.69944267515923,3.552556037902832,1.9531311765313148,50.390625,0.7747764587402344,exp1-actfun,0,none,before,adam,const,0.001,15,3456,elu,output/exp1-actfun_model-3_stat.csv,output/exp1-actfun_model-3_model.pt
