exp_begin,model_id,epoch,train_loss,train_acc,train_time,valid_loss,valid_acc,valid_time,test_loss,test_acc,test_time,exp_name,skip,bn_layer,bn_act,optim,sched,lr,num_epoch,seed,act,stat_file,model_file
04:10:21,0,1,2.242718460919607,19.435342071611252,44.10095953941345,2.1730987676389657,27.358678343949045,3.449551582336426,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,2,2.1765330557323175,27.137947570332482,43.68926239013672,2.151776600795187,29.637738853503183,3.399742841720581,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,3,2.139449106153015,31.222026854219948,43.34490966796875,2.10051265264013,35.32046178343949,3.457334041595459,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,4,2.110794410223851,34.34502877237852,43.466002225875854,2.0880305379818958,36.81329617834395,3.4811532497406006,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,5,2.091779427607651,36.26318734015345,43.234859228134155,2.060114930389793,39.86863057324841,3.4624035358428955,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,6,2.0763298132840324,37.92559143222506,43.33421564102173,2.047841842007485,41.01313694267516,3.412332534790039,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,7,2.0637348134194493,39.19237531969309,43.784992933273315,2.0387257534986847,42.177547770700635,3.5087761878967285,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,8,2.0499634011017394,40.56106138107417,44.496304988861084,2.0293980798903544,42.72492038216561,3.516951322555542,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,9,2.040489953192299,41.5301310741688,44.36887717247009,2.014359318526687,44.158041401273884,3.5096733570098877,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,10,2.0291285766360097,42.63307225063939,44.29433035850525,2.0064206480220625,45.00398089171974,3.465139865875244,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,11,2.0195218577714225,43.72402493606138,44.09161901473999,1.9943981929949135,46.267914012738856,3.524693250656128,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,12,2.01089645529647,44.56521739130435,44.212756633758545,1.9837325583597658,47.472133757961785,3.548999309539795,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,13,2.002398141052412,45.47834079283887,44.265119791030884,1.9806409671807745,47.65127388535032,3.4722487926483154,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,14,1.996835472486208,45.935901534526856,44.217095375061035,1.9760124971912165,48.228503184713375,3.484398603439331,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:10:21,0,15,1.9897236221891534,46.77509590792839,44.48821043968201,1.9713527457729267,48.65644904458599,3.399916648864746,2.068355053663254,38.623046875,0.7759354114532471,exp1-actfun,0,none,before,adam,const,0.001,15,3456,sigmoid,output/exp1-actfun_model-0_stat.csv,output/exp1-actfun_model-0_model.pt
04:22:13,1,1,2.0640820802934945,39.31425831202046,44.537198543548584,1.9546860585546797,50.53742038216561,3.4559762477874756,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
04:22:13,1,2,1.9413484298359707,51.74632352941177,44.350741147994995,1.8984067136315024,55.931528662420384,3.4096295833587646,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
04:22:13,1,3,1.9003030366604896,55.950287723785166,44.15014123916626,1.8580654388780047,60.12141719745223,3.526606798171997,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
04:22:13,1,4,1.8766217030527648,58.18614130434783,44.300477504730225,1.843045514100676,61.74363057324841,3.416290283203125,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
04:22:13,1,5,1.8581417233437834,60.02837276214834,44.22902226448059,1.845405171631248,61.30573248407644,3.44382905960083,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
04:22:13,1,6,1.8484021423722776,61.01542519181586,44.63904619216919,1.8221458978713698,63.64450636942675,3.4802603721618652,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
04:22:13,1,7,1.841595364958429,61.698769181585675,44.37266445159912,1.8295086796875972,63.08718152866242,3.482600450515747,1.9113833121955395,54.638671875,0.7345609664916992,exp1-actfun,0,none,before,adam,const,0.001,15,3456,tanh,output/exp1-actfun_model-1_stat.csv,output/exp1-actfun_model-1_model.pt
