exp_begin,model_id,epoch,train_loss,train_acc,train_time,valid_loss,valid_acc,valid_time,test_loss,test_acc,test_time,exp_name,skip,bn_layer,bn_act,optim,sched,lr,num_epoch,seed,act,stat_file,model_file
05:10:33,5,1,2.0940371504829973,36.16128516624041,44.852097034454346,2.0022201272332745,45.352308917197455,3.563194990158081,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,2,1.9775087658096762,48.1337915601023,44.94962406158447,1.9225998281673262,53.751990445859875,3.5871682167053223,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,3,1.9290545998936723,52.985134271099746,45.52802586555481,1.8921496906098287,56.53861464968153,3.5801734924316406,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,4,1.89810368167165,56.16608056265984,45.68801951408386,1.8782181048848827,58.11106687898089,3.5755207538604736,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,5,1.8784521978224635,58.09023337595908,46.003173828125,1.8480796388759735,61.13654458598726,3.658705472946167,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,6,1.8607858649605071,59.856537723785166,45.52913951873779,1.8596720232325754,59.892515923566876,3.6306631565093994,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,7,1.8520477504071677,60.703724424552426,44.95861887931824,1.8252141999590927,63.435509554140125,3.530911445617676,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,8,1.832974819271156,62.67183503836317,45.125983238220215,1.817965733777186,64.171974522293,3.5478785037994385,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,9,1.8237737889789865,63.52501598465473,44.93295121192932,1.8053334435080266,65.56528662420382,3.43805193901062,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,10,1.8115906380021665,64.7878037084399,44.97424292564392,1.7989899398414952,65.85390127388536,3.606050491333008,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,11,1.802029918679191,65.76886189258312,44.67166566848755,1.7851344255884742,67.31687898089172,3.561624050140381,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,12,1.7977491144633964,66.19045716112532,44.653393030166626,1.7886473092303914,67.04816878980891,3.5655696392059326,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,13,1.7935438807053334,66.67399296675192,44.60769844055176,1.782266162762976,67.61544585987261,3.4360883235931396,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,14,1.791745095301772,66.73193734015345,44.72854495048523,1.7698216635710116,69.00875796178345,3.5143840312957764,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
05:10:33,5,15,1.786575084452129,67.28740409207161,44.63703155517578,1.7716319819164883,68.83957006369427,3.5047788619995117,1.9184144623577595,53.759765625,0.8003280162811279,exp1-actfun,0,none,before,adam,const,0.001,15,3456,silu,output/exp1-actfun_model-5_stat.csv,output/exp1-actfun_model-5_model.pt
