exp_begin,model_id,epoch,train_loss,train_acc,train_time,valid_loss,valid_acc,valid_time,test_loss,test_acc,test_time,exp_name,act,skip,bn_layer,bn_act,optim,lr,num_epoch,seed,sched,stat_file,model_file
02:45:54,0,1,2.1479246951734927,30.892742966751918,41.873249769210815,2.031472034092191,43.95767405063291,3.362828254699707,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,2,2.0352665225563147,42.83328005115089,42.41356110572815,1.9804904596715034,48.93196202531646,3.2653419971466064,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,3,1.9867461590510804,47.82448849104859,42.066447496414185,1.9507845685451846,51.77017405063291,3.2800889015197754,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,4,1.9517339702762302,51.38387148337596,42.413907289505005,1.9021156633956522,56.24011075949367,3.2576258182525635,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,5,1.921463686486949,54.602781329923275,42.137985944747925,1.916794331767891,54.43037974683544,3.3026764392852783,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,6,1.9031330222059089,56.23321611253197,42.256468057632446,1.8718000273161297,59.16732594936709,3.2429890632629395,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,7,1.8841389881070618,58.17415281329923,42.087058544158936,1.8547640616380716,60.848496835443036,3.419468879699707,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,8,1.8694194661991677,59.597985933503836,42.05401539802551,1.8511390640765806,61.63963607594937,3.253889799118042,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,9,1.8540753894449804,61.20404411764706,42.069493532180786,1.8312854314152198,63.46914556962025,3.3113937377929688,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,10,1.8463506503483218,61.80306905370844,41.878467082977295,1.816071944900706,64.86352848101266,3.2515735626220703,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,11,1.837514629144498,62.70660166240409,41.94022035598755,1.8247291905970513,63.795490506329116,3.294057846069336,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,12,1.8275596586334737,63.81393861892583,42.170079469680786,1.793881503841545,66.92049050632912,3.2561631202697754,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,13,1.8205188945736117,64.30187020460357,42.20002746582031,1.8183568127547638,64.15150316455696,3.2728424072265625,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
02:45:54,0,14,1.8137929451740002,65.08591751918159,42.182119369506836,1.7903717182859589,67.5632911392405,3.3235881328582764,1.837847262620926,62.568359375,0.7596297264099121,exp5-sgdsched,silu,2,all,before,sgd,0.1,60,3456,const,output/exp5-sgdsched_model-0_stat.csv,output/exp5-sgdsched_model-0_model.pt
