exp_begin,model_id,epoch,train_loss,train_acc,train_time,test_loss,test_acc,test_time,library,device,num_epoch,num_run,learning_rate,batch_size,filename
23:53:50,0,0,0.13374356925487518,95.9850013256073,6.631566047668457,0.07516635209321976,97.50000238418579,0.7207207679748535,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:53:50,0,1,0.04201370105147362,98.69499802589417,5.387652158737184,0.05484501272439957,98.2200026512146,0.6452715396881104,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:53:50,0,2,0.02280818112194538,99.24166798591614,5.341038227081299,0.05536352843046189,98.25999736785887,0.612537145614624,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:53:50,0,3,0.013312308117747309,99.55833554267885,5.318907737731934,0.05465152859687805,98.32000136375427,0.6569066047668457,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:53:50,0,4,0.010056953877210615,99.6483325958252,5.352184772491455,0.06379418075084686,98.32000136375427,0.6161878108978271,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:22,1,0,0.1400657743215561,95.81000208854677,5.517642259597778,0.06976712495088577,97.8600025177002,0.6477839946746826,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:22,1,1,0.04424310848116875,98.60666394233705,5.331618785858153,0.062464132905006416,97.93000221252441,0.6357383728027344,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:22,1,2,0.021738415583968163,99.2816686630249,10.3814115524292,0.05355650186538696,98.30999970436096,0.6513876914978027,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:22,1,3,0.0143703855574131,99.51833486557008,5.445595026016235,0.05710294097661973,98.37999939918518,0.6430864334106445,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:22,1,4,0.008762179873883724,99.7099995613098,5.343313455581665,0.06908978521823883,98.35000038146973,0.6567721366882324,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:57,2,0,0.13064634799957275,96.04499936103821,5.526923418045044,0.05382870137691498,98.2200026512146,0.649550199508667,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:57,2,1,0.03939944133162498,98.8183319568634,5.356124639511108,0.057746075093746185,98.11999797821044,0.6480698585510254,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:57,2,2,0.020496755838394158,99.3416666984558,5.324578523635863,0.056495703756809235,98.36000204086305,0.6509573459625244,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:57,2,3,0.013140011578798294,99.56666827201843,5.343084573745728,0.05815159901976585,98.40999841690063,0.635045051574707,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:54:57,2,4,0.008903571404516697,99.69666600227356,5.335206985473633,0.056611180305480964,98.51999878883362,0.6291086673736572,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:27,3,0,0.13904662430286407,95.89499831199646,5.51273250579834,0.0677407905459404,97.7400004863739,0.66707444190979,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:27,3,1,0.041843730956316,98.66833090782166,5.330900430679321,0.05156838148832321,98.37999939918518,0.641343355178833,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:27,3,2,0.02236367762088776,99.2799997329712,5.342994928359985,0.061421208083629615,98.17000031471252,0.6723740100860596,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:27,3,3,0.012845476157963276,99.58333373069763,5.341119766235352,0.05140802264213562,98.47999811172484,0.6404714584350586,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:27,3,4,0.008388303220272064,99.72333312034607,5.3415560722351065,0.05459679290652275,98.50000143051149,0.6214408874511719,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:57,4,0,0.1318279206752777,96.07666730880736,5.492899179458618,0.06403791904449463,97.89999723434448,0.6419813632965088,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:57,4,1,0.04096357524394989,98.75666499137878,10.375458955764769,0.0570974126458168,97.96000123023987,0.6464951038360596,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
23:55:57,4,2,0.02103363908827305,99.2900013923645,5.440629482269287,0.06639829277992249,98.07000160217285,0.6389772891998291,TensorFlow,GPU,5,10,0.001,32,output/TensorFlow-GPU.csv
