exp_begin,model_id,epoch,train_loss,train_acc,train_time,test_loss,test_acc,test_time,library,device,num_epoch,num_run,learning_rate,batch_size,filename
00:09:16,0,0,0.1388358175754547,95.74000239372252,11.183481216430664,0.07077859342098236,97.5661039352417,3.7251160144805913,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:09:16,0,1,0.042790547013282776,98.69666695594788,7.517289638519287,0.04940129071474075,98.28726053237915,2.618645668029785,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:09:16,0,2,0.02268737368285656,99.29166436195374,7.281619310379027,0.058315962553024285,98.27724099159241,2.5340373516082764,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:09:16,0,3,0.013581541366875172,99.54333305358887,8.362300157546997,0.06267859786748886,98.29727411270142,2.5704779624938965,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:09:16,0,4,0.009204632602632046,99.6916651725769,7.64691686630249,0.06987003237009047,98.29727411270142,2.5988528728485107,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:10:12,1,0,0.13836827874183655,95.77166438102722,9.849342346191406,0.062018413096666336,98.02684187889099,3.2758605480194087,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:10:12,1,1,0.04269664734601975,98.65333437919615,7.523869514465332,0.050744656473398216,98.44751358032228,2.763075828552246,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:10:12,1,2,0.021740242838859558,99.316668510437,7.38336968421936,0.05488015338778497,98.36738705635072,2.52507758140564,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:10:12,1,3,0.013414786197245121,99.55833554267885,7.442349433898926,0.054877869784832,98.5276460647583,2.574775695800781,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:10:12,1,4,0.008394910022616386,99.72333312034607,7.416939496994018,0.06253261119127274,98.46754670143127,2.525104284286499,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:11:06,2,0,0.13322873413562775,95.94333171844481,10.15525197982788,0.05768057703971863,98.08694124221802,3.318445920944214,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:11:06,2,1,0.0408858060836792,98.68166446685792,7.535449981689452,0.0477745421230793,98.4375,2.710663080215454,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:11:06,2,2,0.021601950749754902,99.32000041007996,7.541369199752808,0.057964850217103965,98.28726053237915,2.962064504623413,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:11:06,2,3,0.012437268160283566,99.54833388328552,7.517384767532349,0.05946264415979385,98.33734035491943,2.63420844078064,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:11:06,2,4,0.00996210053563118,99.64166879653929,7.544125080108643,0.0567777045071125,98.5276460647583,2.628875732421875,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:01,3,0,0.13332834839820862,95.9683358669281,10.082597494125368,0.06815264374017715,97.70632982254028,3.5987772941589355,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:01,3,1,0.042143136262893684,98.68166446685792,7.393182277679442,0.05371003970503807,98.30729365348816,2.600435495376587,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:01,3,2,0.021730953827500343,99.2733359336853,7.288763761520388,0.0498226210474968,98.45753312110901,2.5912368297576904,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:01,3,3,0.014084903523325918,99.4949996471405,7.620422124862671,0.05159803479909897,98.49759340286256,2.5978307723999023,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:01,3,4,0.008494419045746326,99.73000288009644,7.475223064422607,0.07354715466499329,98.23718070983887,2.582603931427002,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:55,4,0,0.13202522695064545,96.0433304309845,9.854392290115355,0.05894753709435462,98.02684187889099,3.1989426612854004,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:55,4,1,0.04067834839224816,98.75333309173584,7.702538251876831,0.059940051287412636,97.98678159713744,2.613495111465454,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:55,4,2,0.02187095209956169,99.28500056266785,7.455155372619629,0.054732780903577805,98.35737347602844,2.6178672313690186,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:55,4,3,0.012278926558792593,99.58666563034058,7.465398073196411,0.07120350748300552,98.03686141967772,2.56654691696167,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:12:55,4,4,0.009348017163574696,99.68833327293396,7.5941383838653564,0.06950793415307999,98.17708134651184,2.714641571044922,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:13:49,5,0,0.13198034465312958,95.99499702453613,9.981967449188232,0.06139209493994713,98.05688858032228,3.4533653259277344,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:13:49,5,1,0.04082920402288437,98.72999787330627,7.726284742355348,0.05530417710542679,98.10696840286256,2.53999662399292,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
00:13:49,5,2,0.021547863259911537,99.31166768074036,7.707104206085205,0.056346531957387924,98.26722741127014,2.618664026260376,TensorFlow,TPU,5,10,0.001,32,output/TensorFlow-TPU.csv
